follower_username,followee_username
user_107760322959931160638,user_101571483150813305324
user_108322543021146059132,user_101483533411566453214
user_104687831543694050353,user_110656986166810342588
user_101962829696981365403,user_115360471097759949621
user_108056398297424061653,user_102315706662673946809
user_103484147548147545515,user_101872015774361781592
user_111711145986835145800,user_108318705012627692652
user_113348350930471935594,user_100432456209427807893
user_108443027359212340995,user_114326903094745477264
user_107289961585411779306,user_101560853443212199687
user_107236664740300085612,user_116807883656585676940
user_115710735637044108808,user_103100496883422151101
user_100447532306249738876,user_113550515771257787396
user_107833107845497630206,user_112710501221399450850
user_112799586715644830245,user_107453093640123102820
user_116394575739281318169,user_104560124403688998123
user_106324260969464307293,user_104064546334481015008
user_110776101657735290617,user_111566503164646157856
user_114744510189908480227,user_117691391504351341685
user_118189579474565903298,user_116513405135290689474
user_107182023412675026262,user_111499908439497508351
user_112696040957795558674,user_103839604733587411268
user_116374117927631468606,user_116807883656585676940
user_111983095812878629768,user_109443407918560334714
user_100923216452194411003,user_112764701986732618903
user_108208513736292177751,user_108056398297424061653
user_107111579950257773726,user_111832530347449196055
user_107782428411922679571,user_100110525811498968376
user_107379489464447013340,user_113612142759476883204
user_113550515771257787396,user_102974394189555668667
user_101157854606139706613,user_107782428411922679571
user_109877035555455451821,user_111121336912406932897
user_110378953230340021029,user_104111246635874032234
user_102179898810351096347,user_104234578756982830104
user_107156755577155979497,user_116947906726568301788
user_105248484118148978714,user_100124389520659251191
user_106526452034734966566,user_112564135762572403710
user_100763770877733610336,user_112799900876016618370
user_102271937385988687810,user_107753428759636856492
user_108736646334864181044,user_113715935026755255296
user_104896478495888175813,user_109446005446985447768
user_104064546334481015008,user_102889559256621132781
user_117297867503542100495,user_101849747879612982297
user_114650747666128230743,user_105329929314379043455
user_103140137391526341351,user_115404182941170857382
user_106682831104422461380,user_101738342045651955119
user_114928937512638769810,user_113569976508806323153
user_108736646334864181044,user_113202456305358222294
user_104644540170824315841,user_104071290613089947685
user_114516047414042281846,user_114487965928288927815
user_108466870039650470305,user_117259934788907243749
user_103907806627406122152,user_104484219049883711215
user_111135306200683567183,user_105841645449323318101
user_108802007785063759788,user_100518419853963396365
user_110258899475477198037,user_110067835153954222370
user_110542479265736697332,user_105421360534824524100
user_104743018975943257212,user_118175515740251550869
user_103490014051577974992,user_113941490892811952666
user_108802007785063759788,user_109145684557742553091
user_116513405135290689474,user_102853451047209514532
user_111860497034317566483,user_101477108641827632621
user_115111902757485641613,user_110378953230340021029
user_107182023412675026262,user_116416314233992548280
user_118230138066120295920,user_112696040957795558674
user_112960790583164686894,user_105366745723396342244
user_115530776534617554663,user_107602882044753150398
user_113523342129587107920,user_114935879585996359700
user_109699802280969182272,user_102490257231357450303
user_117680872003014443769,user_113550515771257787396
user_102915801446798382700,user_103345707817934461425
user_117115495439924792722,user_101748070371523002333
user_107101180435512134121,user_117310042965407401917
user_117109117655029143874,user_113424222789153728067
user_109342148209917802565,user_103399926392582289066
user_112579116320573535497,user_100537991844787325512
user_106930366760781442169,user_109877035555455451821
user_110258899475477198037,user_108249232416813189685
user_104234578756982830104,user_116805285176805120365
user_103090889232468301451,user_111159671558660040486
user_117527718645259277548,user_106930366760781442169
user_105246828264278441318,user_104298156070730115178
user_102615863344410467759,user_112063946124358686266
user_114466969251209334825,user_114969675270324680172
user_117791391761541223690,user_101682840338947184385
user_104418220446531200621,user_100275307499530023476
user_101692096009250888838,user_108246154658242260598
user_113581596275616200424,user_100872931924256445066
user_113006028898915385825,user_103618543375127073102
user_101261243957067319422,user_111401917971052287374
user_106930366760781442169,user_113710395888978478005
user_106037779398952255385,user_116872576248355504859
user_103833388179391400138,user_104687831543694050353
user_107111579950257773726,user_110378953230340021029
user_109080723668547114837,user_107117483540235115863
user_115516333681138986628,user_111164095920889813531
user_106612198252274444886,user_117464410931711414271
user_103907806627406122152,user_115695578304416858659
user_114664307180734299077,user_112528443699803395789
user_102255986016613110352,user_115106448444522478339
user_113550515771257787396,user_105545643950342933917
user_105706178492556563330,user_107765155354887834405
user_111666959095947698908,user_118207880179234484610
user_110776101657735290617,user_109111953166204474545
user_104424338679069151673,user_114345903275605514915
user_117791391761541223690,user_100529254209883138518
user_100075370731033242197,user_112906622029151482093
user_109266052612007295479,user_108640673873589796416
user_107727150903234299458,user_103345707817934461425
user_108736646334864181044,user_108694582668354051462
user_105598331474460267998,user_102665200552377966664
user_104896478495888175813,user_113798464517411112752
user_101692096009250888838,user_117708409021914999498
user_107760322959931160638,user_115900903196483234016
user_107926385284408156819,user_108869749635348559485
user_113684228229434604484,user_104458801156000551882
user_114322062486142570942,user_113604292901011339914
user_113180815516125966443,user_106636280351174936240
user_102204551868146455501,user_111514703680615678387
user_106558284273162270526,user_106737308305135313033
user_105650167745347450637,user_109262645871414658806
user_107590093667978669374,user_113751353481962008916
user_107590093667978669374,user_108056398297424061653
user_113211392356513293746,user_115970504272079730559
user_103859361322229323981,user_104314192726025938964
user_114839638425953508537,user_103006433735164333713
user_101448421982595335481,user_107892094740226004193
user_111983095812878629768,user_111965319170155055546
user_104591903036738260658,user_109140277806644720261
user_103721531088765428547,user_103916508880440628637
user_111162301399626566385,user_108998673146368660257
user_109596373340495798827,user_100300281975626912157
user_100528843579371775272,user_113116318008017777871
user_108998673146368660257,user_117665613028757061169
user_105126600602218044918,user_113556266482860931616
user_111677335179568356696,user_114850559479625069262
user_101157854606139706613,user_103103834116993607848
user_104431730105423927774,user_107234826207633309420
user_113523342129587107920,user_103454297475480511679
user_100923216452194411003,user_117290454194091097715
user_103693408904411606512,user_108346637271615594833
user_102547044539623029950,user_103198857718269795435
user_112579116320573535497,user_103012564142649561853
user_109829103207295789295,user_111832530347449196055
user_116513405135290689474,user_109412257237874861202
user_101157854606139706613,user_106001808066334889083
user_100221555167886931877,user_105421360534824524100
user_100500197140377336562,user_104064546334481015008
user_103697821787469756035,user_110378953230340021029
user_114870652491954460386,user_107236664740300085612
user_110348137481819778312,user_114700236104341164111
user_113581596275616200424,user_110542479265736697332
user_102915801446798382700,user_108246154658242260598
user_110379434263550065795,user_100974258168375166691
user_109699802280969182272,user_113436306744042033632
user_104743018975943257212,user_104508507682767510004
user_115655034901162574758,user_112374836634096795698
user_116634208853439812955,user_111121994667003605939
user_109661508583789456061,user_112628253610969050321
user_107161758471284783023,user_109980414289125676367
user_103490014051577974992,user_118170059441102440825
user_105324761189549512199,user_110379434263550065795
user_108615254983735704342,user_117377434815709898403
user_111480413428119678209,user_113882113745075873153
user_101650411383078099702,user_102767420110355783754
user_104250970445890717876,user_102285954355508747800
user_112726038360301567381,user_115047896996200277508
user_112424773829882275048,user_111056444123779199997
user_112799586715644830245,user_114935879585996359700
user_100329698645326486178,user_103103834116993607848
user_107300439022352685764,user_108202274299391625681
user_114126308045090257233,user_103145081878594422544
user_108271072818821907893,user_114618043230336563405
user_108683283643126638695,user_109383523392433949793
user_108869749635348559485,user_112472063587247013272
user_100555383096414009506,user_101035116763922344248
user_100763770877733610336,user_106086309847039327812
user_107111579950257773726,user_102271937385988687810
user_111983095812878629768,user_112799586715644830245
user_111121336912406932897,user_115609437320837668915
user_116807883656585676940,user_116113014152499702246
user_112799586715644830245,user_107782428411922679571
user_110446538727989465968,user_106944536119733342041
user_105513412023818293063,user_113625462103500841369
user_102667586673440114166,user_104560124403688998123
user_104064546334481015008,user_114326903094745477264
user_109486203725207616885,user_112507602232162136334
user_111035851894814840076,user_100765846795946647458
user_116766352265080910418,user_103345707817934461425
user_117888860379667170672,user_101738342045651955119
user_104450760987525660219,user_112859244767729828637
user_109318802055851257299,user_107330528562005281406
user_103859361322229323981,user_112063946124358686266
user_116059703588219590243,user_111058843129764709244
user_112188647432305746617,user_116196023757975181048
user_116766352265080910418,user_102797953003564182378
user_107959790171356428064,user_104424338679069151673
user_103103834116993607848,user_114650747666128230743
user_110891307255905847602,user_102341630040060852330
user_109877035555455451821,user_106734796011714755852
user_106862156479660675047,user_100956828577544924912
user_107926385284408156819,user_109443407918560334714
user_111716948575577959969,user_104148718751978471723
user_106324260969464307293,user_114151508338995369996
user_113593979594890738368,user_109829103207295789295
user_108322543021146059132,user_105009504092403807731
user_108998673146368660257,user_101157854606139706613
user_102607879302800614538,user_106086309847039327812
user_117220917963904171499,user_105366745723396342244
user_108271072818821907893,user_109895887909967698705
user_107892094740226004193,user_112818800603813886449
user_112696040957795558674,user_117840649766034848455
user_104602860284118862026,user_104560124403688998123
user_115360979797396777969,user_113686253941057080055
user_109080723668547114837,user_100623276740673202144
user_102815391713140794570,user_109642110729336476669
user_103420968359115326770,user_110701307803962595019
user_106558284273162270526,user_106318643549045694881
user_109042059733882129664,user_115080511474130363904
user_116973390574320264137,user_110260043240685719403
user_100856215453651990855,user_107318169263608653171
user_114928937512638769810,user_107534991451098430533
user_115710735637044108808,user_101849747879612982297
user_107782428411922679571,user_103149424132366342295
user_105239361028930170718,user_103583939320326217147
user_106930366760781442169,user_113129315825084736893
user_110446538727989465968,user_118015300804185508647
user_114742546997782116347,user_106910495542306514033
user_114503806689722509896,user_112696040957795558674
user_100487948960127602987,user_114618043230336563405
user_114362374755134054810,user_107534991451098430533
user_116737306836663798171,user_107367382218779881065
user_100487948960127602987,user_109667384864782087641
user_112579116320573535497,user_105237212888595777019
user_107383157816966336384,user_115478779964227301239
user_111677335179568356696,user_101817213052779787512
user_115221898088173734174,user_102767420110355783754
user_100043057758270223301,user_112662956693744460184
user_113550515771257787396,user_101682840338947184385
user_114870652491954460386,user_112696040957795558674
user_111814943123095142956,user_112531130179328819764
user_104743018975943257212,user_110258899475477198037
user_110258899475477198037,user_108855200241623204226
user_107236664740300085612,user_104401121686781166984
user_110776101657735290617,user_108397967064327046187
user_107612997855711957528,user_110887657254002199157
user_106612198252274444886,user_116819601264686093434
user_114121522802422541341,user_106926403533589251639
user_101692096009250888838,user_103875235756094794972
user_108849711147881315177,user_105324761189549512199
user_112188647432305746617,user_117746064116017163300
user_113384490254116477731,user_110636639253275529090
user_109306827362311084040,user_104959258308193038287
user_108322543021146059132,user_111566503164646157856
user_112395984886882740302,user_108189587050871927619
user_114857801937726299428,user_107156755577155979497
user_114870652491954460386,user_107453093640123102820
user_118323006760401758037,user_110237865839378164445
user_100043057758270223301,user_116124619152562783143
user_104431730105423927774,user_114744510189908480227
user_110446538727989465968,user_104577357381178665210
user_114985346359714431656,user_109842117639520159116
user_108736646334864181044,user_111056444123779199997
user_102457738449602087840,user_106189723444098348646
user_103020757351652425388,user_113104553286769158393
user_104424338679069151673,user_101682840338947184385
user_101157854606139706613,user_112374836634096795698
user_110379434263550065795,user_112395984886882740302
user_117680872003014443769,user_105601162334563131771
user_115478779964227301239,user_104484219049883711215
user_101157854606139706613,user_112209395112018703654
user_108802007785063759788,user_114930558215776389910
user_117297867503542100495,user_107004843925454095805
user_102179898810351096347,user_106707821265981413302
user_102179898810351096347,user_114394582004557604463
user_111983095812878629768,user_101222125576635425546
user_103861741370066605527,user_106318111152683661692
user_107318169263608653171,user_112393248315358692010
user_103984595971776502972,user_107833107845497630206
user_116513405135290689474,user_106862156479660675047
user_108066571890832937802,user_115507658258745024139
user_114466969251209334825,user_109412257237874861202
user_102255986016613110352,user_104075949870616365732
user_103484147548147545515,user_117763327806165990792
user_103907806627406122152,user_108189587050871927619
user_100555383096414009506,user_107453093640123102820
user_103103834116993607848,user_115080511474130363904
user_106027609527831583580,user_103345707817934461425
user_106501936839371135482,user_103743296950120157401
user_115459243651688775505,user_106501936839371135482
user_114122960748905067938,user_107558061013247958406
user_112799586715644830245,user_100973338013746275174
user_103825681530404900115,user_113475277239647026452
user_101650411383078099702,user_101415424972852927890
user_100333543044473222310,user_115695578304416858659
user_103490014051577974992,user_101174951617223562800
user_108271072818821907893,user_113102862520765968586
user_105557068601771362265,user_117841284165024027243
user_116973390574320264137,user_103541694080221120019
user_114122960748905067938,user_105329929314379043455
user_118323006760401758037,user_103184227409155950777
user_116909590449750618084,user_111058843129764709244
user_109266052612007295479,user_114340129708942794232
user_112658509879375652305,user_118234550056300061982
user_114387277236308334527,user_102853451047209514532
user_102038831382717835405,user_106910495542306514033
user_106930366760781442169,user_107330528562005281406
user_103111382143198287157,user_113116318008017777871
user_110276241285032138769,user_110456453592220725136
user_107988469357342173268,user_107808632970543448071
user_115106448444522478339,user_108159551615224338529
user_114987957963756854287,user_114345903275605514915
user_102815391713140794570,user_112450551749208408589
user_102915801446798382700,user_109667384864782087641
user_101265890424846702444,user_104998691047937243499
user_112658509879375652305,user_105557068601771362265
user_106324260969464307293,user_102904128915733925934
user_101265890424846702444,user_115450369001355623660
user_114126308045090257233,user_102255986016613110352
user_111288574156818690676,user_107033731246200681024
user_107527001343993112621,user_104178723837900724588
user_101448421982595335481,user_106755489263544557975
user_101261243957067319422,user_103012564142649561853
user_116339430670263519533,user_112472063587247013272
user_103795921262630398720,user_113069090773132071782
user_104672614700283598130,user_110351160992477343545
user_115106448444522478339,user_117377434815709898403
user_106862156479660675047,user_113729277367184919773
user_103234640511806627598,user_117220229319287930142
user_108322543021146059132,user_105598331474460267998
user_114089069528015035598,user_106802084872920510496
user_112330426094287690538,user_106318643549045694881
user_104743018975943257212,user_113242351531747014239
user_117388252776312694644,user_115324919838980591640
user_117527718645259277548,user_102767420110355783754
user_107379489464447013340,user_102216887206636463918
user_103859361322229323981,user_111142884289817620371
user_109130886479781915270,user_106198127150293840110
user_108343902805808619968,user_106160293361349494652
user_110865239138634754687,user_112761413213697188630
user_107156755577155979497,user_106992071744711893668
user_105248484118148978714,user_115130760540851771472
user_115663349712547159066,user_113729277367184919773
user_118189579474565903298,user_117068310245969878270
user_105146290850515029724,user_100971047062670393045
user_106493827472880328627,user_102218502614021519543
user_107182023412675026262,user_113129315825084736893
user_111775909611846609731,user_115739378269261680935
user_103984595971776502972,user_105421360534824524100
user_108082478497335384404,user_103825681530404900115
user_114516047414042281846,user_104233435224873922474
user_107111579950257773726,user_114870652491954460386
user_109446005446985447768,user_103839604733587411268
user_111058843129764709244,user_113643425309682495997
user_111035851894814840076,user_118154672907573696758
user_107831413340697273273,user_103765013042311928518
user_107590093667978669374,user_111910200485959385328
user_103234640511806627598,user_110523063757168736259
user_112527318327313368964,user_114857801937726299428
user_103859361322229323981,user_101629211371073711149
user_111159671558660040486,user_104896478495888175813
user_107323726887023845557,user_106682831104422461380
user_103321598587319677720,user_113643425309682495997
user_102149364210050358793,user_105076678694475690385
user_108066571890832937802,user_114857801937726299428
user_107527001343993112621,user_101799324245089780949
user_106682831104422461380,user_111666959095947698908
user_111539653677669889601,user_107156755577155979497
user_118340792148219128230,user_100447532306249738876
user_116059703588219590243,user_107782171898361344570
user_112651821425677274147,user_112662956693744460184
user_101283929962950159921,user_103030116155431184588
user_113217924531763968801,user_111164095920889813531
user_106682831104422461380,user_117613850459230972397
user_116247667398036716276,user_116799045993451756042
user_104658400555923154675,user_117378076401635777570
user_102665200552377966664,user_113881433443048137993
user_117270655453846612117,user_117310042965407401917
user_113581596275616200424,user_109699802280969182272
user_107991035368810507771,user_104484219049883711215
user_107892094740226004193,user_103029870795404358045
user_109330684746468207713,user_106189723444098348646
user_112188647432305746617,user_102204551868146455501
user_104064546334481015008,user_109145684557742553091
user_101650411383078099702,user_106707821265981413302
user_116200892915573902040,user_100973338013746275174
user_107849922105700858631,user_101080716464512110535
user_102038831382717835405,user_106356964679457436995
user_118418436905562612953,user_113612142759476883204
user_112106208511864515140,user_116899029375914044550
user_111711145986835145800,user_118175515740251550869
user_104428814384443083380,user_106088764885830745677
user_100535338638690515335,user_100070927167992422053
user_112395984886882740302,user_115565811010545226083
user_106862156479660675047,user_117220229319287930142
user_110788689115113965536,user_115925885941625757982
user_117286003363424561697,user_114930558215776389910
user_107156755577155979497,user_109345865429707844168
user_107527001343993112621,user_107332232527606860180
user_108189587050871927619,user_113625462103500841369
user_114122960748905067938,user_107538503004482952974
user_114466969251209334825,user_102904128915733925934
user_106944536119733342041,user_111142884289817620371
user_110276241285032138769,user_117501857213226184953
user_109602109099036550366,user_100854202666064752024
user_118323006760401758037,user_109398421611492546729
user_107727150903234299458,user_106526452034734966566
user_116979744203859215898,user_113550515771257787396
user_107318169263608653171,user_101682840338947184385
user_106612198252274444886,user_115080511474130363904
user_112799586715644830245,user_112374836634096795698
user_116040565882702717981,user_111923578555541250439
user_114308997625908526960,user_108896556048763968559
user_110615203095633370838,user_111538009015644508967
user_106493827472880328627,user_113569976508806323153
user_100447532306249738876,user_101061366161237199657
user_112450551749208408589,user_117144151300189136236
user_116947906726568301788,user_102600774742322762226
user_112579116320573535497,user_112726038360301567381
user_111091089527727420853,user_101953803500909190578
user_103861741370066605527,user_108176814619778619437
user_107988469357342173268,user_101261243957067319422
user_110636639253275529090,user_109145652162309851154
user_115530776534617554663,user_100605864222557374608
user_103006433735164333713,user_100432456209427807893
user_108322543021146059132,user_110938159137165455276
user_107111579950257773726,user_105312096129013929007
user_118299777136505117634,user_112707199408484711520
user_108079904701697074842,user_105761279104103278252
user_109813811254829685344,user_103133177397090504113
user_105706178492556563330,user_115695578304416858659
user_114092052797730247075,user_103171849011748425097
user_107625557514813177939,user_106707821265981413302
user_108082478497335384404,user_104233435224873922474
user_109813811254829685344,user_108869749635348559485
user_113261832667487932178,user_104148718751978471723
user_111775909611846609731,user_105545068944703206621
user_103490014051577974992,user_117708409021914999498
user_101962829696981365403,user_101975153326598871119
user_104064546334481015008,user_100962871525684315897
user_116634208853439812955,user_100528843579371775272
user_117109117655029143874,user_106517092226488584705
user_100528843579371775272,user_115324919838980591640
user_115516333681138986628,user_114629508960670409934
user_107156755577155979497,user_111688710840393224386
user_100528843579371775272,user_117270655453846612117
user_109454408494598337213,user_117556389603643931415
user_107760322959931160638,user_107140884077582692033
user_112424773829882275048,user_112761413213697188630
user_116807883656585676940,user_113175253983126961173
user_107760322959931160638,user_112883523226102191623
user_100377940347053808663,user_110865239138634754687
user_116634208853439812955,user_107117483540235115863
user_107534991451098430533,user_101222125576635425546
user_106558284273162270526,user_105329929314379043455
user_113127486243987630038,user_112105164797306466706
user_107732802446301744236,user_103797409565331693058
user_106318111152683661692,user_103171849011748425097
user_118230138066120295920,user_109371868348454784979
user_112658509879375652305,user_107727150903234299458
user_115623252983295760522,user_103184227409155950777
user_108346637271615594833,user_103916508880440628637
user_100973338013746275174,user_104577357381178665210
user_106808688302434879780,user_115200251016762857369
user_104743018975943257212,user_116197193480724162859
user_114345903275605514915,user_112799586715644830245
user_111058843129764709244,user_117903011098040166012
user_116229548584533052328,user_108646644922255760914
user_113384490254116477731,user_100555391510262533605
user_102476152658204495450,user_118418436905562612953
user_100327603635717936220,user_117220917963904171499
user_114126308045090257233,user_113643425309682495997
user_102607879302800614538,user_105089049053826545003
user_106612198252274444886,user_112737087024763980113
user_115221898088173734174,user_105198837466762147542
user_112433233162542061134,user_108551811075711499995
user_105650167745347450637,user_113201971663885139375
user_107590093667978669374,user_116222833568410151476
user_107318169263608653171,user_107151624355255036787
user_101052845941647002594,user_109980414289125676367
user_112844561713780016118,user_101849747879612982297
user_103490014051577974992,user_115578224090485355580
user_102915801446798382700,user_101571483150813305324
user_103721531088765428547,user_116634208853439812955
user_116513405135290689474,user_117630946657875928602
user_118170059441102440825,user_103389452828130864950
user_107612997855711957528,user_104397059726359189186
user_113684228229434604484,user_109602109099036550366
user_106992071744711893668,user_103389452828130864950
user_101733511248571240829,user_111832530347449196055
user_111159036121102171686,user_109667985886759290804
user_105668631124768022675,user_105008830087888413540
user_100269980559891536109,user_101174951617223562800
user_108066571890832937802,user_109140277806644720261
user_103399926392582289066,user_101953803500909190578
user_105126600602218044918,user_112472063587247013272
user_107111579950257773726,user_103145081878594422544
user_106755489263544557975,user_117296255407633884056
user_104586573589872571364,user_114850559479625069262
user_104743018975943257212,user_111965319170155055546
user_111711145986835145800,user_103693408904411606512
user_105668631124768022675,user_114204703228150089266
user_111983095812878629768,user_107549782706666136548
user_114503806689722509896,user_107323726887023845557
user_115963821022986200770,user_113475277239647026452
user_108346637271615594833,user_108869749635348559485
user_108849711147881315177,user_104550678234629742078
user_102255986016613110352,user_117290454194091097715
user_108849711147881315177,user_103111382143198287157
user_108998673146368660257,user_104450760987525660219
user_104064546334481015008,user_102607879302800614538
user_101448421982595335481,user_106526452034734966566
user_101733511248571240829,user_116899029375914044550
user_100447532306249738876,user_110963282172375105575
user_115947571425501492839,user_117840649766034848455
user_103145081878594422544,user_102150693225130002912
user_109454408494598337213,user_113211392356513293746
user_110276241285032138769,user_103916508880440628637
user_109446005446985447768,user_102915801446798382700
user_116947906726568301788,user_109140277806644720261
user_117270655453846612117,user_103012564142649561853
user_101052845941647002594,user_104885672108365535825
user_117270655453846612117,user_106682831104422461380
user_103234640511806627598,user_107177203146640599248
user_102667586673440114166,user_103111382143198287157
user_102255986016613110352,user_109266052612007295479
user_107151624355255036787,user_111112297042090413630
user_107211094246725549672,user_112218872649456413744
user_108346637271615594833,user_111566503164646157856
user_111716948575577959969,user_107323662131088936833
user_101650411383078099702,user_110776101657735290617
user_107151624355255036787,user_106926403533589251639
user_114346317659753507000,user_110318982509514011806
user_114516047414042281846,user_110260043240685719403
user_107375322906605680039,user_117270655453846612117
user_107375322906605680039,user_110379434263550065795
user_103368812767070779872,user_107797841320768724118
user_106992071744711893668,user_107159481602229362655
user_101948839174240778386,user_118254993345625377660
user_104644540170824315841,user_103103834116993607848
user_104822148447769571820,user_102409541521880756024
user_107959790171356428064,user_106525839712250107474
user_113398482203091489376,user_103716847685048716973
user_116407635616074189669,user_104508507682767510004
user_113316148669723868015,user_103300363750121441954
user_105545643950342933917,user_109980414289125676367
user_108056398297424061653,user_104658400555923154675
user_103150328351925153314,user_116416314233992548280
user_114744510189908480227,user_110074283080417411955
user_114987957963756854287,user_100555383096414009506
user_113524745665911089922,user_101650411383078099702
user_118301801570268856235,user_105545068944703206621
user_100555383096414009506,user_112599748506977857728
user_112960790583164686894,user_106734796011714755852
user_106739423424023436001,user_107033731246200681024
user_103234640511806627598,user_103090889232468301451
user_107625557514813177939,user_109454355652530787954
user_111159671558660040486,user_117841284165024027243
user_104679138423679974698,user_114197728097920268135
user_101849747879612982297,user_118207880179234484610
user_103825681530404900115,user_100535338638690515335
user_117286003363424561697,user_100075370731033242197
user_105146290850515029724,user_100221555167886931877
user_107545326706908151271,user_108896556048763968559
user_102457738449602087840,user_100043057758270223301
user_104679138423679974698,user_106099784511749243122
user_100275307499530023476,user_104987932455782713675
user_106493827472880328627,user_108615254983735704342
user_109829103207295789295,user_109306827362311084040
user_103490014051577974992,user_102179898810351096347
user_112353571951662353120,user_104550678234629742078
user_109145684557742553091,user_113204882497955654314
user_105545643950342933917,user_109443407918560334714
user_110877363259509543172,user_115691607133254129876
user_106558284273162270526,user_118254993345625377660
user_100973338013746275174,user_114306538396628698802
user_101057616370673656059,user_103100496883422151101
user_113612142759476883204,user_109140277806644720261
user_103090889232468301451,user_107892094740226004193
user_117109117655029143874,user_103515259519634902605
user_103133177397090504113,user_107151624355255036787
user_101748070371523002333,user_111649579223579960688
user_103652441454188509895,user_114153859732710523651
user_107782428411922679571,user_108208513736292177751
user_117115495439924792722,user_107058695811249115309
user_101283929962950159921,user_114236604403554541461
user_116339430670263519533,user_116214152295449083654
user_105668631124768022675,user_114919915226752492773
user_107727150903234299458,user_114301140286672625486
user_107732802446301744236,user_100585555255542998765
user_112696040957795558674,user_108271734388645113229
user_108683283643126638695,user_107211094246725549672
user_107612997855711957528,user_110877363259509543172
user_113003110209055466285,user_107375322906605680039
user_111860497034317566483,user_114121522802422541341
user_111666959095947698908,user_115565811010545226083
user_103693408904411606512,user_111439704478822922350
user_107111579950257773726,user_113649228054857237498
user_111121336912406932897,user_111164095920889813531
user_111162301399626566385,user_105545643950342933917
user_117115495439924792722,user_109446005446985447768
user_115663349712547159066,user_101448421982595335481
user_117377434815709898403,user_107590607834908463472
user_108343902805808619968,user_113154773924849387260
user_114121522802422541341,user_107849922105700858631
user_114121522802422541341,user_113895942978964425455
user_108079904701697074842,user_113872202125493185615
user_109318802055851257299,user_104273533877175622849
user_117527718645259277548,user_100209651993563042175
user_104577357381178665210,user_103234640511806627598
user_104602860284118862026,user_115360979797396777969
user_106724181552911298818,user_108896556048763968559
user_100333543044473222310,user_100512649718649402368
user_116513405135290689474,user_113556266482860931616
user_114236604403554541461,user_108854030482751403518
user_109266052612007295479,user_101061366161237199657
user_117680872003014443769,user_115130760540851771472
user_111539653677669889601,user_100923216452194411003
user_104644540170824315841,user_115623252983295760522
user_113180815516125966443,user_102648148748642147788
user_112662956693744460184,user_103795921262630398720
user_116229548584533052328,user_109817727257275224234
user_105015334290243649083,user_113649228054857237498
user_116200892915573902040,user_107367382218779881065
user_107534991451098430533,user_113331808607528811927
user_111435079858164240138,user_114850559479625069262
user_112516563418445177081,user_110891307255905847602
user_105421360534824524100,user_109602109099036550366
user_105650167745347450637,user_111220150614792065275
user_108208513736292177751,user_117220917963904171499
user_104687831543694050353,user_110701307803962595019
user_110615203095633370838,user_114516047414042281846
user_102865263115020893218,user_112661262066626464523
user_112696040957795558674,user_104234578756982830104
user_113581596275616200424,user_110776101657735290617
user_116513405135290689474,user_115843902743138499802
user_112401285503970814157,user_107765155354887834405
user_106862156479660675047,user_106567570642614609073
user_114688759411241407928,user_116388205548839459693
user_116513405135290689474,user_100110525811498968376
user_108869749635348559485,user_106414070518123325797
user_104234578756982830104,user_113881433443048137993
user_107565646610688820163,user_102600774742322762226
user_104668334905772892105,user_102150693225130002912
user_111164617594851614734,user_103907806627406122152
user_107612997855711957528,user_102038831382717835405
user_115516333681138986628,user_102817283354809142195
user_104234578756982830104,user_114082129627545059603
user_115995639636688350464,user_118292708268361843293
user_105076678694475690385,user_115622466243011136115
user_110318982509514011806,user_101953803500909190578
user_102737705736968820678,user_115739378269261680935
user_102737705736968820678,user_103907806627406122152
user_106682831104422461380,user_111164095920889813531
user_103461291458554701630,user_101967793050656360625
user_109127587892186632525,user_107538503004482952974
user_105015334290243649083,user_115691607133254129876
user_102889559256621132781,user_100447532306249738876
user_100327603635717936220,user_110938159137165455276
user_101383747265071086862,user_115578224090485355580
user_112216705550566244316,user_117310042965407401917
user_109383523392433949793,user_101739469994127372590
user_103861741370066605527,user_105557068601771362265
user_100221555167886931877,user_116899029375914044550
user_114928937512638769810,user_116975073519439921514
user_114987957963756854287,user_102255986016613110352
user_111220150614792065275,user_110258899475477198037
user_108849711147881315177,user_113210431006401244170
user_115578224090485355580,user_106250907587375690171
user_114122960748905067938,user_116137317231363696563
user_117791391761541223690,user_100042589426158562339
user_100487948960127602987,user_112764701986732618903
user_104508507682767510004,user_105354532715798223299
user_112579116320573535497,user_116807883656585676940
user_116513405135290689474,user_104679138423679974698
user_100956828577544924912,user_114469254206078607532
user_110347380425323822802,user_107156755577155979497
user_100528843579371775272,user_107383157816966336384
user_104743018975943257212,user_114247122654933033701
user_114857801937726299428,user_110818385850684816555
user_107833107845497630206,user_105237212888595777019
user_112433233162542061134,user_113455290791279442483
user_107951627396497689055,user_112265135089213955243
user_113554941842237111460,user_110887657254002199157
user_102522934609785480475,user_113026104107031516488
user_106862156479660675047,user_116229124946104902105
user_113859540036726448291,user_118254993345625377660
user_112188647432305746617,user_103839604733587411268
user_102204551868146455501,user_101567686389173421706
user_106724181552911298818,user_103493459351957813291
user_109383523392433949793,user_106123465281190845478
user_111121336912406932897,user_109610954243983229925
user_108079904701697074842,user_116979744203859215898
user_116513405135290689474,user_114345903275605514915
user_105857903906473238896,user_112774212898820575229
user_110615203095633370838,user_100512649718649402368
user_116229548584533052328,user_114857801937726299428
user_108343902805808619968,user_114340129708942794232
user_103399926392582289066,user_108255750659110762991
user_105650167745347450637,user_100923216452194411003
